Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
ECIN2,SCIN4,Sclerocactus intertextus (Engelm.) N.P. Taylor,,
ECIN2,SCIND,Sclerocactus intertextus (Engelm.) N.P. Taylor var. dasyacanthus (Engelm.) N.P. Taylor,,
ECIN2,SCINI,Sclerocactus intertextus (Engelm.) N.P. Taylor var. intertextus,,
ECIN4,,Echinoplaca intercedens Vezda,echinoplaca lichen,Gomphillaceae
ECIND2,,Echinomastus intertextus (Engelm.) Britton & Rose var. dasyacanthus (Engelm.) Backeb.,white fishhook cactus,Cactaceae
ECINI,,Echinomastus intertextus (Engelm.) Britton & Rose var. intertextus ,white fishhook cactus,Cactaceae
ECIT,,Echium italicum L.,Italian viper's bugloss,Boraginaceae
ECJO3,,Echinomastus johnsonii (Parry ex Engelm.) E.M. Baxter,Johnson's fishhook cactus,Cactaceae
ECJO3,ECJO2,Echinocactus johnsonii Parry ex Engelm.,,
ECJO3,ECJOL,Echinocactus johnsonii Parry ex Engelm. var. lutescens Parish,,
ECJO3,NEJO,Neolloydia johnsonii (Parry ex Engelm.) L.D. Benson,,
ECJO3,NEJOL,Neolloydia johnsonii (Parry ex Engelm.) L.D. Benson var. lutescens (Parish) W.T. Marshall ex R.G. Engard,,
ECJO3,SCJO,Sclerocactus johnsonii (Parry ex Engelm.) N.P. Taylor,,
ECLA,,Echinacea laevigata (C.L. Boynt. & Beadle) S.F. Blake,smooth purple coneflower,Asteraceae
ECLA,ECPUL2,Echinacea purpurea (L.) Moench var. laevigata (C.L. Boynt. & Beadle) Cronquist,,
ECLE,,Ectrosia leporina R. Br.,haresfoot grass,Poaceae
ECLE2,,Echinocereus ledingii Peebles,Leding's hedgehog cactus,Cactaceae
ECLE2,ECFEL,Echinocereus fendleri (Engelm.) Sencke ex J.N. Haage var. ledingii (Peebles) N.P. Taylor,,
ECLIP,,Eclipta L.,eclipta,Asteraceae
ECLO,,Echinocystis lobata (Michx.) Torr. & A. Gray,wild cucumber,Cucurbitaceae
ECLO,MILO4,Micrampelis lobata (Michx.) Greene,,
ECLO,SILO8,Sicyos lobata Michx.,,
ECLU,,Echium lusitanicum L.,violet-vein viper's bugloss,Boraginaceae
ECMA2,,Echinomastus mariposensis Hester,Lloyd's fishhook cactus,Cactaceae
ECMA2,ECMA,"Echinocactus mariposensis (Hester) D. Weniger, nom. nud.",,
ECMA2,NEMA2,Neolloydia mariposensis (Hester) L.D. Benson,,
ECMA2,SCMA6,Sclerocactus mariposensis (Hester) N.P. Taylor,,
ECMO,,Echinocereus mojavensis (Engelm. & J.M. Bigelow) Rümpler,Mojave kingcup cactus,Cactaceae
ECMO,ECTRM2,Echinocereus triglochidiatus Engelm. var. mojavensis (Engelm. & J.M. Bigelow) L.D. Benson,,
ECMU2,,Echinochloa muricata (P. Beauv.) Fernald,rough barnyardgrass,Poaceae
ECMUM,,Echinochloa muricata (P. Beauv.) Fernald var. microstachya Wiegand,rough barnyardgrass,Poaceae
ECMUM,ECCRM2,Echinochloa crus-galli (L.) P. Beauv. var. mitis (Pursh) Peterm.,,
ECMUM,ECMI,Echinochloa microstachya (Wiegand) Rydb.,,
ECMUM,ECMUM3,Echinochloa muricata (P. Beauv.) Fernald ssp. microstachya (Wiegand) Jauzein,,
ECMUM,ECMUO,Echinochloa muricata (P. Beauv.) Fernald var. occidentalis Wiegand,,
ECMUM,ECMUW,Echinochloa muricata (P. Beauv.) Fernald var. wiegandii Fassett,,
ECMUM,ECOC,Echinochloa occidentalis (Wiegand) Rydb.,,
ECMUM,ECPUM,Echinochloa pungens (Poir.) Rydb. var. microstachya (Wiegand) Fernald & Grisc.,,
ECMUM,ECPUM2,Echinochloa pungens (Poir.) Rydb. var. multiflora (Wiegand) Fernald & Grisc.,,
ECMUM,ECWI3,Echinochloa wiegandii (Fassett) McNeill & Dore,,
ECMUM2,,Echinochloa muricata (P. Beauv.) Fernald var. muricata,rough barnyardgrass,Poaceae
ECMUM2,ECMUL,Echinochloa muricata (P. Beauv.) Fernald var. ludoviciana Wiegand,,
ECMUM2,ECPU4,Echinochloa pungens (Poir.) Rydb.,,
ECMUM2,ECPUC,Echinochloa pungens (Poir.) Rydb. var. coarctata Fernald & Grisc.,,
ECMUM2,ECPUL3,Echinochloa pungens (Poir.) Rydb. var. ludoviciana (Wiegand) Fernald & Grisc.,,
ECNI,,Echinocereus nicholii (L.D. Benson) Parfitt,Nichol's hedgehog cactus,Cactaceae
ECNI,ECENN,Echinocereus engelmannii (Parry ex Engelm.) Lem. var. nicholii L.D. Benson,,
ECNU,,Echinopogon nutans C.E. Hubb.,,Poaceae
ECOP,,Echinochloa oplismenoides (Fourn.) Hitchc.,Chihuahuan cockspur,Poaceae
ECOR,,Echinochloa oryzoides (Ard.) Fritsch,early water grass,Poaceae
ECPA,,Echinacea pallida (Nutt.) Nutt.,pale purple coneflower,Asteraceae
ECPA,BRPA11,Brauneria pallida (Nutt.) Britton,,
ECPA,RUPA23,Rudbeckia pallida Nutt.,,
ECPA2,,Echinacea paradoxa (J.B.S. Norton) Britton,Bush's purple coneflower,Asteraceae
ECPA4,,Echinocereus papillosus Linke ex Rümpler,Allicoche hedgehog cactus,Cactaceae
ECPA5,,Echinochloa paludigena Wiegand,Florida cockspur grass,Poaceae
ECPA8,,Echinopsis pasacana (F.A.C. Weber) Friedrich & G.D.Rowley,,Cactaceae
ECPA8,TRPA27,Trichocereus pasacanus (F.A.C. Weber) Friedrich & G.D. Rowley,,
ECPAA2,,Echinocereus papillosus Linke ex Rümpler var. angusticeps (Clover) W.T. Marshall,Allicoche hedgehog cactus,Cactaceae
ECPAA2,ECAN3,Echinocereus angusticeps Clover,,
ECPAA2,ECBEA,Echinocereus berlandieri (Engelm.) Haage var. angusticeps (Clover) L.D. Benson,,
ECPAA2,ECBLA,"Echinocereus blankii (Poselg.) hort. ex Palmer var. angusticeps (Clover) L.D. Benson, orth. var.",,
ECPAA2,ECBLA2,Echinocereus blanckii (Poselg.) hort. ex Palmer var. angusticeps (Clover) L.D. Benson,,
ECPAN,,Echinacea paradoxa (J.B.S. Norton) Britton var. neglecta R.L. McGregor,Bush's purple coneflower,Asteraceae
ECPAP,,Echinacea paradoxa (J.B.S. Norton) Britton var. paradoxa,Bush's purple coneflower,Asteraceae
ECPAP,ECATP,Echinacea atrorubens Nutt. var. paradoxa (J.B.S. Norton) Cronquist,,
ECPAP2,,Echinocereus papillosus Linke ex Rümpler var. papillosus,Allicoche hedgehog cactus,Cactaceae
ECPAP2,ECBEP,Echinocereus berlandieri (Engelm.) Haage var. papillosus (Linke ex Rümpler) L.D. Benson,,
ECPE,,Echinocereus pectinatus (Scheidw.) Engelm.,rainbow cactus,Cactaceae
ECPE2,,Echinocereus pentalophus (DC.) Lem.,ladyfinger cactus,Cactaceae
ECPE4,,Echinoplaca pellucida (Müll. Arg.) R. Sant.,echinoplaca lichen,Gomphillaceae
ECPEP,,Echinocereus pectinatus (Scheidw.) Engelm. var. pectinatus (Scheidw.) Engelm. [excluded],rainbow cactus,Cactaceae
ECPEW,,Echinocereus pectinatus (Scheidw.) Engelm. var. wenigeri L.D. Benson,Weniger's hedgehog cactus,Cactaceae
ECPEW,ECPEW2,Echinocereus pectinatus (Scheidw.) Engelm. ssp. wenigeri (L.D. Benson) Blum & Rutow,,
ECPH,,Echinochloa phyllopogon (Stapf) Koso-Pol.,rice barnyardgrass,Poaceae
ECPH,ECCRO,Echinochloa crus-galli (L.) P. Beauv. var. oryzicola (Vasinger) Ohwi,,
ECPH,ECOR2,Echinochloa oryzicola (Vasinger) Vasinger,,
ECPH,ECORM,Echinochloa oryzicola (Vasinger) Vasinger var. mutica Vasinger,,
ECPI,,Echinochloa picta (J. Koenig) P.W. Michael,varigated cockspur grass,Poaceae
ECPI2,,Echium pininana Webb & Berthel.,pine echium,Boraginaceae
ECPL,,Echium plantagineum L.,salvation jane,Boraginaceae
ECPL,ECLY,"Echium lycopsis L., nom. utique rej.",,
ECPO2,,Echinocactus polycephalus Engelm. & J.M. Bigelow,cottontop cactus,Cactaceae
ECPO3,,Echinochloa polystachya (Kunth) Hitchc.,creeping river grass,Poaceae
ECPO3,OPPO4,Oplismenus polystachyus Kunth,,
ECPO4,,Echinocereus poselgeri Lem.,dahlia hedgehog cactus,Cactaceae
ECPO4,CEPO,Cereus poselgeri (Lem.) J.M. Coult.,,
ECPO4,CETU,Cereus tuberosus Poselg.,,
ECPO4,WIPO,Wilcoxia poselgeri (Lem.) Britton & Rose,,
ECPO6,,Echinocereus polyacanthus Engelm.,Mojave mound cactus,Cactaceae
ECPO6,ECTRP3,Echinocereus triglochidiatus Engelm. var. polyacanthus (Engelm.) L.D. Benson,,
ECPOP,,Echinocactus polycephalus Engelm. & J.M. Bigelow var. polycephalus,cottontop cactus,Cactaceae
ECPOX,,Echinocactus polycephalus Engelm. & J.M. Bigelow var. xeranthemoides J.M. Coult.,cottontop cactus,Cactaceae
ECPOX,ECPOX2,Echinocactus polycephalus Engelm. & J.M. Bigelow ssp. xeranthemoides (J.M. Coult.) N.P. Taylor,,
ECPOX,ECXE2,Echinocactus xeranthemoides (J.M. Coult.) Engelm. ex Rydb.,,
ECPR,,Eclipta prostrata (L.) L.,false daisy,Asteraceae
ECPR,ECAL,Eclipta alba (L.) Hassk.,,
ECPR,ECER3,Eclipta erecta L.,,
ECPR,VEAL6,Verbesina alba L.,,
ECPR,VEPR2,Verbesina prostrata L.,,
ECPS,,Echinocereus pseudopectinatus (N.P. Taylor) N.P. Taylor,devilthorn,Cactaceae
ECPS,ECBRP,Echinocereus bristolii W.T. Marshall var. pseudopectinatus N.P. Taylor,,
ECPS,ECPEM2,Echinocereus pectinatus (Scheidw.) Engelm. var. minor auct. non (Engelm.) L.D. Benson,,
ECPU,,Echinacea purpurea (L.) Moench,eastern purple coneflower,Asteraceae
ECPU,BRPU15,Brauneria purpurea (L.) Britton,,
ECPU,ECPUA,Echinacea purpurea (L.) Moench var. arkansana Steyerm.,,
ECPU,RUPU9,Rudbeckia purpurea L.,,
ECPU2,,Echium pustulatum Sm.,bluedevil,Boraginaceae
ECPU2,ECVUP,Echium vulgare L. var. pustulatum (Sm.) Coincy,,
ECPY2,,Echinochloa pyramidalis (Lam.) Hitchc. & Chase,antelope grass,Poaceae
ECPY2,ECHO3,Echinochloa holubii (Stapf) Stapf,,
ECRE,,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage,lace hedgehog cactus,Cactaceae
ECRE2,,Echeandia reflexa (Cav.) Rose [excluded],reflexed craglily,Liliaceae
ECRE2,ANRE6,Anthericum reflexum Cav.,,
ECRE4,,Echinothecium reticulatum Zopf,reticulate echinothecium lichen,Capnodiaceae
ECREB2,,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. baileyi (Rose) N.P. Taylor,Bailey's hedgehog cactus,Cactaceae
ECREB2,ECAL3,Echinocereus albispinus Lahman,,
ECREB2,ECBA3,Echinocereus baileyi Rose,,
ECREB2,ECBAA,Echinocereus baileyi Rose var. albispinus (Lahman) Backeb.,,
ECREB2,ECREA2,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage var. albispinus (Lahman) L.D. Benson,,
ECREB2,ECREB,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage var. baileyi (Rose) N.P. Taylor,,
ECREF2,,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor,Fitch's hedgehog cactus,Cactaceae
ECREF2,ECFI,Echinocereus fitchii Britton & Rose,,
ECREF2,ECME3,Echinocereus melanocentrus Lowry,,
ECREF2,ECREA,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage var. albertii L.D. Benson,,
ECREF2,ECREF,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage var. fitchii (Britton & Rose) L.D. Benson,,
ECREP2,,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. perbellus (Britton & Rose) N.P. Taylor,lace hedgehog cactus,Cactaceae
ECREP2,ECCAP,"Echinocereus caespitosus (Engelm.) Engelm. var. perbellus (Britton & Rose) D. Weniger, nom. nud.",,
ECREP2,ECPE3,Echinocereus perbellus Britton & Rose,,
ECREP2,ECREP,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage var. perbellus (Britton & Rose) L.D. Benson,,
ECRER4,,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. reichenbachii,lace hedgehog cactus,Cactaceae
ECRER4,ECCA2,Echinocereus caespitosus (Engelm.) Engelm.,,
ECRER4,ECCAM,Echinocereus caespitosus (Engelm.) Engelm. var. minor Engelm.,,
ECRER4,ECCAP2,"Echinocereus caespitosus (Engelm.) Engelm. var. purpureus D. Weniger, nom. nud.",,
ECRER4,ECRER,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage var. reichenbachii,,
ECRI,,Echinops ritro L.,southern globethistle,Asteraceae
ECRI3,,Echinocereus rigidissimus (Engelm.) hort ex F. Haage,rainbow hedgehog cactus,Cactaceae
ECRI3,CEPER,Cereus pectinatus (Scheidw.) Engelm. var. rigidissimus Engelm.,,
ECRI3,ECPER,Echinocereus pectinatus (Scheidw.) Engelm. var. rigidissimus (Engelm.) Rümpler,,
ECRIR,,Echinops ritro L. ssp. ruthenicus (M. Bieb.) Nyman,southern globethistle,Asteraceae
ECRIR,ECRU3,Echinops ruthenicus M. Bieb.,,
ECRO2,,Echinocereus ×roetteri (Engelm.) Rümpler,Lloyd's hedgehog cactus,Cactaceae
ECRO2,ECLL,Echinocereus ×lloydii Britton & Rose (pro sp.),,
ECRO2,ECLL2,"Echinocereus lloydii Britton & Rose, database artifact",,
ECRO3,,Echinopsis rojasii Cardenas,,Cactaceae
ECRON,,Echinocereus ×roetteri (Engelm.) Rumpler  ×neomexicanus (J.M. Coult.) A.D. Zimmerman,Lloyd's hedgehog cactus,Cactaceae
ECROR,,Echinocereus ×roetteri (Englem.) Rumpler  ×roetteri ,Roetter's hedgehog cactus,Cactaceae
ECRU4,,Echinocereus russanthus D. Weniger,brownspine hedgehog cactus,Cactaceae
ECRU4,ECCHR,"Echinocereus chloranthus (Engelm.) Haage var. russanthus (D. Weniger) Lamb. ex Rowley, nom. nud.",,
ECSA,,Echinacea sanguinea Nutt.,sanguine purple coneflower,Asteraceae
ECSA,ECPAS2,Echinacea pallida (Nutt.) Nutt. var. sanguinea (Nutt.) Gandhi & R.D. Thomas,,
ECSC2,,Echinocereus sciurus (K. Brandegee) Dams [excluded],,Cactaceae
ECSI,,Echinacea simulata R.L. McGregor,wavyleaf purple coneflower,Asteraceae
ECSP,,Echinops sphaerocephalus L.,great globethistle,Asteraceae
ECSP3,,Echinochloa spiralis Vasinger,cockspur,Poaceae
ECSP5,,Echinochloa spectabilis (Nees) Link [excluded],,Poaceae
ECST,,Echeveria strictiflora A. Gray,desert savior,Crassulaceae
ECST,COST14,Cotyledon strictiflora (A. Gray) Baker,,
ECST2,,Echinocereus stramineus (Engelm.) F. Seitz,strawberry hedgehog cactus,Cactaceae
ECST2,ECENS,Echinocereus enneacanthus Engelm. var. stramineus (Engelm.) L.D. Benson,,
ECST4,,Echinochloa stagnina (Retz.) P. Beauv.,hippo grass,Poaceae
ECTE,,Echinocactus texensis Hopffer,horse crippler,Cactaceae
ECTE,HOTE7,Homalocephala texensis (Hopffer) Britton & Rose,,
ECTE2,,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau,mudbabies,Alismataceae
ECTE2,ECPA6,Echinodorus parvulus Engelm.,,
ECTE2,ECTEL,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau var. latifolius (Seub.) Fassett,,
ECTE2,ECTEP,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau var. parvulus (Engelm.) Fassett,,
ECTE2,HEPA21,Helianthium parvulum (Engelm.) Britton,,
ECTE2,HETE,Helanthium tenellum (Mart. ex Roem. & Schult.) Britton,,
ECTE2,HETE13,Helianthium tenellum (Mart. ex Schult. f.) Britton,,
ECTE3,,Echinacea tennesseensis (Beadle) Small,Tennessee purple coneflower,Asteraceae
ECTE3,ECANT,Echinacea angustifolia DC. var. tennesseensis (Beadle) S.F. Blake,,
ECTE4,,Echeandia texensis Cruden,Texas craglily,Liliaceae
ECTE5,,Echinoplaca tetrapla (Zahlbr.) Lücking,echinoplaca lichen,Gomphillaceae
ECTR,,Echinocereus triglochidiatus Engelm.,kingcup cactus,Cactaceae
ECTRO3,,Ectrosia R. Br.,ectrosia,Poaceae
ECTRT,,Echinocereus triglochidiatus Engelm. var. triglochidiatus,kingcup cactus,Cactaceae
ECTRT,ECKU,Echinocereus kunzei Guerke,,
ECTRT,ECTRG,Echinocereus triglochidiatus Engelm. var. gonacanthus (Engelm. & J.M. Bigelow) Boissev.,,
ECTRT,ECTRT2,Echinocereus triglochidiatus Engelm. var. toroweapensis P.C. Fisch.,,
ECTU,,Echinochloa turneriana (Domin) J.M. Black,channel millet,Poaceae
ECTU,ECTU2,"Echinochloa turnerana (Domin) J.M. Black, orth. var.",,
ECTU4,,Echinopsis turbinata Zuccagni,,Cactaceae
ECUM2,,Echites umbellatus Jacq.,devil's potato,Apocynaceae
ECUM2,ECEC,"Echites echites (L.) Britton ex Small, nom. inval.",,
ECUM2,ECUM,"Echites umbellata Jacq., orth. var.",,
ECVI2,,Echinocereus viridiflorus Engelm.,nylon hedgehog cactus,Cactaceae
ECVIC,,Echinocereus viridiflorus Engelm. var. correllii L.D. Benson,Correll's hedgehog cactus,Cactaceae
ECVIC,ECVIC4,Echinocereus viridiflorus Engelm. ssp. correllii (L.D. Benson) W. Blum & Mich. Lange,,
ECVIC2,,Echinocereus viridiflorus Engelm. var. cylindricus (Engelm.) Rümpler,nylon hedgehog cactus,Cactaceae
ECVIC2,CEVIC,Cereus viridiflorus (Engelm.) Engelm. var. cylindricus Engelm.,,
ECVIC2,ECCHC2,Echinocereus chloranthus (Engelm.) Haage var. cylindricus (Engelm.) N.P. Taylor,,
ECVIC2,ECVIC5,Echinocereus viridiflorus Engelm. ssp. cylindricus (Engelm.) N.P. Taylor,,
ECVIC6,,Echinocereus viridiflorus Engelm. var. chloranthus (Engelm.) Backeb.,nylon hedgehog cactus,Cactaceae
ECVIC6,ECCH,Echinocereus chloranthus (Engelm.) Haage,,
ECVIC6,ECVIC3,Echinocereus viridiflorus Engelm. ssp. chloranthus (Engelm.) N.P. Taylor,,
ECVIC7,,Echinocereus viridiflorus Engelm. var. canus A.M. Powell & Weedin,graybeard hedgehog cactus,Cactaceae
ECVID,,Echinocereus viridiflorus Engelm. var. davisii (A.D. Houghton) W.T. Marshall,Davis' hedgehog cactus,Cactaceae
ECVID,ECDA2,Echinocereus davisii A.D. Houghton,,
ECVID,ECVID2,Echinocereus viridiflorus Engelm. ssp. davisii (A.D. Houghton) N.P. Taylor,,
ECVIN,,Echinocereus viridiflorus Engelm. var. neocapillus (D. Weniger) A.D. Zimmerman,Weniger's hedgehog cactus,Cactaceae
ECVIR,,Echinocereus viridiflorus Engelm. var. russanthus (D. Weniger) A.D. Zimmerman,russet hedgehog cactus,Cactaceae
ECVIV,,Echinocereus viridiflorus Engelm. var. viridiflorus,nylon hedgehog cactus,Cactaceae
ECVIV,ECCHN,"Echinocereus chloranthus (Engelm.) Haage var. neocapillus D. Weniger, nom. nud.",,
ECVIV,ECVIS,"Echinocereus viridiflorus Engelm. var. standleyi (Britton & Rose) Orcutt ex D. Weniger, nom. nud.",,
ECVIW,,Echinocereus viridiflorus Engelm. var. weedinii (Leuck ex W. Blum & Mich. Lange) A.D. Zimmerman,Weedin's hedgehog cactus,Cactaceae
ECVU,,Echium vulgare L.,common viper's bugloss,Boraginaceae
ECWA,,Echinochloa walteri (Pursh) A. Heller,coast cockspur grass,Poaceae
ECWA,ECWAL,Echinochloa walteri (Pursh) A. Heller var. laevigata (Wiegand) S.R. Hill,,
ECWA,PAWA3,Panicum walteri Pursh,,
ECWA3,,Echinomastus warnockii (L.D. Benson) Glass & R.A. Foster,Warnock's fishhook cactus,Cactaceae
ECWA3,ECWA2,"Echinocactus warnockii (L.D. Benson) D. Weniger, nom. nud.",,
ECWA3,NEWA,Neolloydia warnockii L.D. Benson,,
ECWA3,SCWA,Sclerocactus warnockii (L.D. Benson) N.P. Taylor,,
ECWR,,Echinopepon wrightii (A. Gray) S. Watson,wild balsam apple,Cucurbitaceae
ECWR,ELWR,Elaterium wrightii A. Gray,,
EDCH,,Edgeworthia chrysantha Lindl.,Oriental paperbush,Thymelaeaceae
EDCH,EDPA,Edgeworthia papyrifera Siebold & Zucc.,,
EDCH,EDTO,"Edgeworthia tomentosa (Thunb.) Nakai., nom. utique rej.",,
EDCH,MATO,"Magnolia tomentosa Thunb., nom. utique rej.",,
EDCO,,Edrudia constipans (Nyl.) W.P. Jordan,edrudia lichen,Lecanoraceae
EDCO,CACO67,Caloplaca constipans (Nyl.) Zahlbr.,,
EDGEW,,Edgeworthia Meisn.,paperbush,Thymelaeaceae
EDGR,,Edithcolea grandis N.E. Br.,Persian carpet flower,Asclepiadaceae
EDITH,,Edithcolea N.E. Br.,Persian carpet flower,Asclepiadaceae
EDRUD,,Edrudia W.P. Jordan,edrudia lichen,Lecanoraceae
EGDE,,Egeria densa Planch.,Brazilian waterweed,Hydrocharitaceae
EGDE,ANDE8,Anacharis densa (Planch.) Vict.,,
EGDE,ELDE3,Elodea densa (Planch.) Caspary,,
EGDE,PHDE5,Philotria densa (Planch.) Small & H. St. John,,
EGERI,,Egeria Planch.,egeria,Hydrocharitaceae
EGLET,,Egletes Cass.,tropic daisy,Asteraceae
EGPR,,Egletes prostrata (Sw.) Kuntze,prostrate tropic daisy,Asteraceae
EGPR,MAPR5,Matricaria prostrata Sw.,,
EGVI,,Egletes viscosa (L.) Less.,erect tropical daisy,Asteraceae
EGVI,COVI15,Cotula viscosa L.,,
EHAN,,Ehretia anacua (Terán & Berl.) I.M. Johnst.,knockaway,Boraginaceae
EHAN,EHEL2,Ehretia elliptica DC.,,
EHCA,,Ehrharta calycina Sm.,perennial veldtgrass,Poaceae
EHCA3,,Ehrharta capensis Thunb. [excluded],,Poaceae
EHCH,,Ehrendorferia chrysantha (Hook. & Arn.) Rylander,golden eardrops,Fumariaceae
EHCH,DICH,Dicentra chrysantha (Hook. & Arn.) Walp.,,
EHER,,Ehrharta erecta Lam.,panic veldtgrass,Poaceae
EHLO2,,Ehrharta longifolia Schrad.,,Poaceae
EHLO3,,Ehrharta longiflora Sm.,longflowered veldtgrass,Poaceae
EHOC,,Ehrendorferia ochroleuca (Engelm.) Fukuhara,yellow bleeding heart,Fumariaceae
EHOC,DIOC,Dicentra ochroleuca Engelm.,,
